week_year,city,kitchen,brand_name,orders,gmv_nac
2026-08-17,Bogotá,01 USAQUEN,El Jefe Turbo,3,120600
2026-08-17,Cartagena,33 CARTAGENA,Bottaniko Turbo,3,128900
2026-08-17,Bogotá,71 CEDRITOS,Monteverde Turbo,3,145400
2026-08-17,Cali,24 SAN FERNANDO,Desgranados & Co Turbo,3,113700
2026-08-17,Bucaramanga,42 CABECERA,Señor Burrito Turbo,3,91100
2026-08-17,Bogotá,36 VILLA DEL PRADO,Alba Vegetarian Turbo,3,90400
2026-08-17,Medellín,12 LAURELES,El Ejecutivo Turbo,3,124300
2026-08-17,Bogotá,38 KENNEDY,Desayunos de la Abuela Turbo,3,133900
2026-08-17,Bogotá,08 ANDES,Pret Sandwich Bistro Turbo,3,155000
2026-08-17,Bogotá,38 KENNEDY,Monteverde Turbo,3,166700
2026-08-17,Bogotá,03 CHAPINERO,El Jefe Turbo,3,148700
2026-08-17,Medellín,11 MANILA,Acpm Corrientazo Turbo,3,86800
2026-08-17,Bogotá,01 USAQUEN,Desayunos mi Tierrita Turbo,3,124200
2026-08-17,Bogotá,71 CEDRITOS,La Cuadra Desayunos Turbo,3,200500
2026-08-17,Barranquilla,32 BARRANQUILLA,Desgranados & Co Turbo,3,95200
2026-08-17,Medellín,11 MANILA,Pret Sandwich Bistro Turbo,3,166300
2026-08-17,Bucaramanga,42 CABECERA,Foodology Court Turbo,3,99400
2026-08-17,Cali,24 SAN FERNANDO,Ñamgucheria Turbo,3,203800
2026-08-17,Bogotá,01 USAQUEN,The Egg Spot Turbo,2,68900
2026-08-17,Bogotá,36 VILLA DEL PRADO,Cacerola Turbo,2,176500
2026-08-17,Bogotá,65 CALLE 109,Acpm Corrientazo Turbo,2,72700
2026-08-17,Bogotá,69 ARRECIFE,Frost By Oreo Turbo,2,119100
2026-08-17,Bogotá,69 ARRECIFE,Bottaniko Turbo,2,57700
2026-08-17,Cali,24 SAN FERNANDO,El Ejecutivo Turbo,2,47800
2026-08-17,Medellín,12 LAURELES,Almuerzos de la Casa Turbo,2,58700
2026-08-17,Bogotá,71 CEDRITOS,Burrito Cantina Turbo,2,70500
2026-08-17,Bogotá,01 USAQUEN,Casa Árabe Turbo,2,103200
2026-08-17,Cali,46 INGENIO,House of Salads Turbo,2,73300
2026-08-17,Medellín,11 MANILA,Cacerola Turbo,2,169700
2026-08-17,Medellín,11 MANILA,Selvatiko Turbo,2,65000
2026-08-17,Bogotá,08 ANDES,House of Salads Turbo,2,59700
2026-08-17,Medellín,11 MANILA,Bottaniko Turbo,2,167500
2026-08-17,Bogotá,08 ANDES,Desayunos mi Tierrita Turbo,2,79200
2026-08-17,Cartagena,33 CARTAGENA,Pret Sandwich Bistro Turbo,2,226400
2026-08-17,Bucaramanga,42 CABECERA,Desayunos mi Tierrita Turbo,2,61800
2026-08-17,Bogotá,71 CEDRITOS,Casa Árabe Turbo,2,51800
2026-08-17,Bogotá,65 CALLE 109,Cacerola Turbo,2,145700
2026-08-17,Bogotá,36 VILLA DEL PRADO,La Casa Mexicana Turbo,2,92500
2026-08-17,Bogotá,50 CHICO,House of Salads Turbo,2,90700
2026-08-17,Bogotá,06 COLINA,Desgranados & Co Turbo,2,65800
2026-08-17,Bogotá,65 CALLE 109,Foodology Court Turbo,2,114600
2026-08-17,Bogotá,02 PARQUE 93,Casa Árabe Turbo,2,112600
2026-08-17,Bogotá,71 CEDRITOS,Foodology Court Turbo,2,67400
2026-08-17,Bogotá,71 CEDRITOS,Señor Burrito Turbo,2,63500
2026-08-17,Bogotá,65 CALLE 109,Mañanero Diario Turbo,2,167800
2026-08-17,Bucaramanga,42 CABECERA,Pret Sandwich Bistro Turbo,2,57300
2026-08-17,Cali,46 INGENIO,The Egg Spot Turbo,2,85300
2026-08-17,Cartagena,33 CARTAGENA,House Of Burgers Turbo,2,76800
2026-08-17,Bucaramanga,42 CABECERA,Desgranados & Co Turbo,2,67800
2026-08-17,Cali,22 SANTA MONICA,Monteverde Turbo,2,57000
2026-08-17,Bogotá,71 CEDRITOS,El Ejecutivo Turbo,2,90900
2026-08-17,Medellín,12 LAURELES,La Casa Mexicana Turbo,2,83700
2026-08-17,Bogotá,08 ANDES,La Cuadra Desayunos Turbo,2,70700
2026-08-17,Bogotá,06 COLINA,Burrito Cantina Turbo,2,60200
2026-08-17,Bogotá,01 USAQUEN,Vicio Turbo,2,41800
2026-08-17,Bogotá,03 CHAPINERO,Burrito Cantina Turbo,2,51700
2026-08-17,Medellín,11 MANILA,Burrito Cantina Turbo,2,84300
2026-08-17,Bucaramanga,42 CABECERA,La Casa Mexicana Turbo,2,132500
2026-08-17,Cali,22 SANTA MONICA,Alba Vegetarian Turbo,2,43300
2026-08-17,Bogotá,01 USAQUEN,Pret Sandwich Bistro Turbo,2,74600
2026-08-17,Bogotá,71 CEDRITOS,Acpm Corrientazo Turbo,2,121400
2026-08-17,Bogotá,02 PARQUE 93,La Casa Mexicana Turbo,2,99800
2026-08-17,Bogotá,71 CEDRITOS,The Egg Spot Turbo,2,201700
2026-08-17,Bogotá,65 CALLE 109,Casa Árabe Turbo,2,74700
2026-08-17,Cali,22 SANTA MONICA,Vicio Turbo,2,99000
2026-08-17,Cartagena,33 CARTAGENA,BRUNCH & MUNCH TURBO,2,126100
2026-08-17,Cartagena,33 CARTAGENA,Señor Burrito Turbo,2,98900
2026-08-17,Bogotá,50 CHICO,Green House Turbo,2,50700
2026-08-17,Bogotá,69 ARRECIFE,Burrito Cantina Turbo,2,41800
2026-08-17,Bogotá,69 ARRECIFE,Desgranados & Co Turbo,2,63800
2026-08-17,Cali,24 SAN FERNANDO,SAN JERÓNIMO TURBO,2,92000
2026-08-17,Bogotá,69 ARRECIFE,Foodology Court Turbo,2,57400
2026-08-17,Bucaramanga,42 CABECERA,House of Salads Turbo,2,76300
2026-08-17,Cali,46 INGENIO,Bottaniko Turbo,2,83400
2026-08-17,Bogotá,06 COLINA,House of Salads Turbo,2,63600
2026-08-17,Bogotá,08 ANDES,The Egg Spot Turbo,2,67900
2026-08-17,Bogotá,69 ARRECIFE,The Egg Spot Turbo,2,57900
2026-08-17,Cali,22 SANTA MONICA,Mr Beast Burger Turbo,2,43000
2026-08-17,Bogotá,01 USAQUEN,Alba Vegetarian Turbo,2,79000
2026-08-17,Bogotá,06 COLINA,Mañanero Diario Turbo,2,119300
2026-08-17,Cali,22 SANTA MONICA,La Casa Mexicana Turbo,2,78800
2026-08-17,Bogotá,03 CHAPINERO,Acpm Corrientazo Turbo,2,46400
2026-08-17,Bogotá,38 KENNEDY,The Egg Spot Turbo,2,61400
2026-08-17,Cali,24 SAN FERNANDO,El Jefe Turbo,2,83800
2026-08-17,Medellín,11 MANILA,Mañanero Diario Turbo,2,225800
2026-08-17,Bogotá,06 COLINA,Acpm Corrientazo Turbo,2,83600
2026-08-17,Bogotá,03 CHAPINERO,Alba Vegetarian Turbo,2,97900
2026-08-17,Bogotá,02 PARQUE 93,House Of Burgers Turbo,2,103400
2026-08-17,Bogotá,01 USAQUEN,Foodology Court Turbo,1,43800
2026-08-17,Cartagena,33 CARTAGENA,Vicio Turbo,1,49500
2026-08-17,Cali,22 SANTA MONICA,Desayunos mi Tierrita Turbo,1,25900
2026-08-17,Cali,46 INGENIO,Pret Sandwich Bistro Turbo,1,39800
2026-08-17,Cartagena,33 CARTAGENA,La Casa Mexicana Turbo,1,23900
2026-08-17,Bogotá,50 CHICO,Alba Vegetarian Turbo,1,26800
2026-08-17,Bogotá,65 CALLE 109,La Cuadra Desayunos Turbo,1,17900
2026-08-17,Bogotá,36 VILLA DEL PRADO,The Egg Spot Turbo,1,96700
2026-08-17,Barranquilla,32 BARRANQUILLA,Vicio Turbo,1,49500
2026-08-17,Bogotá,38 KENNEDY,La Cuadra Desayunos Turbo,1,45600
2026-08-17,Cali,24 SAN FERNANDO,Alba Vegetarian Turbo,1,39500
2026-08-17,Bogotá,06 COLINA,Cacerola Turbo,1,54800
2026-08-17,Bogotá,50 CHICO,Pret Sandwich Bistro Turbo,1,26900
2026-08-17,Bogotá,50 CHICO,Burritos & Co Turbo,1,26800
2026-08-17,Bogotá,03 CHAPINERO,Casa Árabe Turbo,1,55800
2026-08-17,Barranquilla,32 BARRANQUILLA,Mañanero Diario Turbo,1,62600
2026-08-17,Bogotá,65 CALLE 109,Señor Burrito Turbo,1,94900
2026-08-17,Bogotá,71 CEDRITOS,Desayunos mi Tierrita Turbo,1,49300
2026-08-17,Cali,22 SANTA MONICA,Desgranados & Co Turbo,1,53800
2026-08-17,Bogotá,36 VILLA DEL PRADO,Bottaniko Turbo,1,50400
2026-08-17,Bogotá,02 PARQUE 93,Bottaniko Turbo,1,24500
2026-08-17,Bogotá,38 KENNEDY,Desayunos mi Tierrita Turbo,1,45700
2026-08-17,Bogotá,08 ANDES,Vicio Turbo,1,38400
2026-08-17,Cali,24 SAN FERNANDO,Selvatiko Turbo,1,42800
2026-08-17,Bogotá,08 ANDES,SAN JERÓNIMO TURBO,1,34500
2026-08-17,Bogotá,06 COLINA,Desayunos mi Tierrita Turbo,1,44500
2026-08-17,Bogotá,08 ANDES,Selvatiko Turbo,1,47400
2026-08-17,Bogotá,01 USAQUEN,House Of Burgers Turbo,1,44900
2026-08-17,Medellín,11 MANILA,La Cuadra Desayunos Turbo,1,99200
2026-08-17,Bogotá,06 COLINA,Bottaniko Turbo,1,48700
2026-08-17,Bogotá,69 ARRECIFE,Desayunos mi Tierrita Turbo,1,22500
2026-08-17,Cali,22 SANTA MONICA,Almuerzos de la Casa Turbo,1,39900
2026-08-17,Bogotá,69 ARRECIFE,Doritos Locos By Dorito Turbo,1,32900
2026-08-17,Bogotá,50 CHICO,Frost By Oreo Turbo,1,25900
2026-08-17,Bogotá,03 CHAPINERO,El Ejecutivo Turbo,1,31300
2026-08-17,Bogotá,71 CEDRITOS,La Casa Mexicana Turbo,1,21900
2026-08-17,Bogotá,02 PARQUE 93,The Breakfast Club Turbo,1,37800
2026-08-17,Bogotá,02 PARQUE 93,Selvatiko Turbo,1,23900
2026-08-17,Bogotá,36 VILLA DEL PRADO,Señor Burrito Turbo,1,98700
2026-08-17,Bogotá,50 CHICO,Selvatiko Turbo,1,29500
2026-08-17,Bogotá,02 PARQUE 93,Almuerzos de la Casa Turbo,1,23900
2026-08-17,Bogotá,36 VILLA DEL PRADO,Selvatiko Turbo,1,29500
2026-08-17,Cali,22 SANTA MONICA,Frost By Oreo Turbo,1,101100
2026-08-17,Bogotá,06 COLINA,Almuerzos de la Casa Turbo,1,23900
2026-08-17,Bogotá,38 KENNEDY,Bottaniko Turbo,1,55400
2026-08-17,Cartagena,33 CARTAGENA,Foodology Court Turbo,1,34500
2026-08-17,Bogotá,02 PARQUE 93,El Ejecutivo Turbo,1,35500
2026-08-17,Bogotá,69 ARRECIFE,Vicio Turbo,1,32700
2026-08-17,Cali,22 SANTA MONICA,House Of Burgers Turbo,1,38800
2026-08-17,Cali,22 SANTA MONICA,SAN JERÓNIMO TURBO,1,34500
2026-08-17,Bogotá,06 COLINA,Foodology Court Turbo,1,21900
2026-08-17,Barranquilla,32 BARRANQUILLA,Cacerola Turbo,1,62800
2026-08-17,Cali,46 INGENIO,The Breakfast Club Turbo,1,58900
2026-08-17,Bogotá,69 ARRECIFE,Desayunos de la Abuela Turbo,1,53400
2026-08-17,Bogotá,06 COLINA,El Ejecutivo Turbo,1,56800
2026-08-17,Bogotá,06 COLINA,Alba Vegetarian Turbo,1,33400
2026-08-17,Bogotá,02 PARQUE 93,El Jefe Turbo,1,23500
2026-08-17,Cali,24 SAN FERNANDO,The Breakfast Club Turbo,1,34500
2026-08-17,Bogotá,36 VILLA DEL PRADO,Desayunos mi Tierrita Turbo,1,22500
2026-08-17,Bogotá,06 COLINA,House Of Burgers Turbo,1,49700
2026-08-17,Cali,22 SANTA MONICA,Mañanero Diario Turbo,1,27800
2026-08-17,Bogotá,38 KENNEDY,Cacerola Turbo,1,62700
2026-08-17,Cali,22 SANTA MONICA,Acpm Corrientazo Turbo,1,23900
2026-08-17,Bogotá,69 ARRECIFE,BRUNCH & MUNCH TURBO,1,51800
2026-08-17,Bogotá,38 KENNEDY,Alba Vegetarian Turbo,1,17900
2026-08-17,Bogotá,71 CEDRITOS,Almuerzos de la Casa Turbo,1,47800
2026-08-17,Cali,22 SANTA MONICA,El Ejecutivo Turbo,1,89000
2026-08-17,Cartagena,33 CARTAGENA,Mañanero Diario Turbo,1,17000
2026-08-17,Cali,22 SANTA MONICA,Ñamgucheria Turbo,1,25900
2026-08-17,Bogotá,01 USAQUEN,Acpm Corrientazo Turbo,1,26800
2026-08-17,Bogotá,08 ANDES,Cacerola Turbo,1,116600
2026-08-17,Bogotá,36 VILLA DEL PRADO,Mañanero Diario Turbo,1,44300
2026-08-17,Bogotá,71 CEDRITOS,Selvatiko Turbo,1,36500
2026-08-17,Cali,24 SAN FERNANDO,Desayunos de la Abuela Turbo,1,40400
2026-08-17,Bogotá,65 CALLE 109,Desayunos mi Tierrita Turbo,1,36800
2026-08-17,Bogotá,65 CALLE 109,House Of Burgers Turbo,1,61800
2026-08-17,Bogotá,08 ANDES,Bottaniko Turbo,1,28900
2026-08-17,Cali,46 INGENIO,La Casa Mexicana Turbo,1,31800
2026-08-17,Bogotá,01 USAQUEN,Frost By Oreo Turbo,1,25800
2026-08-17,Bogotá,03 CHAPINERO,Mañanero Diario Turbo,1,44500
2026-08-17,Barranquilla,32 BARRANQUILLA,House of Salads Turbo,1,78700
2026-08-17,Bogotá,38 KENNEDY,Desgranados & Co Turbo,1,41500
2026-08-17,Cartagena,33 CARTAGENA,Almuerzos de la Casa Turbo,1,60900
2026-08-17,Bogotá,36 VILLA DEL PRADO,El Jefe Turbo,1,41900
2026-08-17,Barranquilla,32 BARRANQUILLA,House Of Burgers Turbo,1,44900
2026-08-17,Cali,46 INGENIO,Frost By Oreo Turbo,1,49500
2026-08-17,Bogotá,38 KENNEDY,Vicio Turbo,1,21800
2026-08-17,Bogotá,38 KENNEDY,Numa Cocina Mediterranea - Turbo,1,49300
2026-08-17,Cali,46 INGENIO,Vicio Turbo,1,30900
2026-08-17,Cali,46 INGENIO,Acpm Corrientazo Turbo,1,71700
2026-08-24,Medellín,11 MANILA,AVOCALIA TURBO,331,15635100
2026-08-24,Medellín,11 MANILA,BRUNCH & MUNCH TURBO,219,12815700
2026-08-24,Bogotá,50 CHICO,AVOCALIA TURBO,206,8960800
2026-08-24,Medellín,12 LAURELES,AVOCALIA TURBO,197,8905500
2026-08-24,Bogotá,65 CALLE 109,BRUNCH & MUNCH TURBO,153,8935500
2026-08-24,Barranquilla,32 BARRANQUILLA,AVOCALIA TURBO,146,5977300
2026-08-24,Barranquilla,32 BARRANQUILLA,Green House Turbo,145,4850600
2026-08-24,Bogotá,65 CALLE 109,AVOCALIA TURBO,126,5780800
2026-08-24,Bogotá,50 CHICO,BRUNCH & MUNCH TURBO,116,6473700
2026-08-24,Medellín,11 MANILA,Burritos & Co Turbo,115,4692700
2026-08-24,Bucaramanga,42 CABECERA,AVOCALIA TURBO,114,4723600
2026-08-24,Medellín,12 LAURELES,Burritos & Co Turbo,108,4913900
2026-08-24,Bogotá,02 PARQUE 93,AVOCALIA TURBO,104,4727600
2026-08-24,Bucaramanga,42 CABECERA,Burritos & Co Turbo,103,4342200
2026-08-24,Bogotá,03 CHAPINERO,Green House Turbo,97,3935800
2026-08-24,Bogotá,03 CHAPINERO,AVOCALIA TURBO,87,3641500
2026-08-24,Bogotá,65 CALLE 109,Burritos & Co Turbo,87,4128900
2026-08-24,Bogotá,01 USAQUEN,AVOCALIA TURBO,84,4228900
2026-08-24,Bucaramanga,42 CABECERA,La Cuadra Turbo,77,4211400
2026-08-24,Bogotá,65 CALLE 109,Desayunos de la Abuela Turbo,74,4174200
2026-08-24,Medellín,11 MANILA,Cinnabon Turbo,74,2781200
2026-08-24,Bogotá,08 ANDES,AVOCALIA TURBO,74,3187700
2026-08-24,Medellín,12 LAURELES,BRUNCH & MUNCH TURBO,72,4216700
2026-08-24,Bogotá,69 ARRECIFE,AVOCALIA TURBO,72,3129000
2026-08-24,Bogotá,36 VILLA DEL PRADO,AVOCALIA TURBO,70,3231900
2026-08-24,Barranquilla,32 BARRANQUILLA,La Cuadra Turbo,68,3558500
2026-08-24,Bogotá,65 CALLE 109,Green House Turbo,68,2650400
2026-08-24,Bogotá,08 ANDES,BRUNCH & MUNCH TURBO,68,3667900
2026-08-24,Bucaramanga,42 CABECERA,Green House Turbo,67,2422100
2026-08-24,Medellín,11 MANILA,Desayunos de la Abuela Turbo,66,3410900
2026-08-24,Medellín,12 LAURELES,Cinnabon Turbo,65,2116400
2026-08-24,Bogotá,06 COLINA,Burritos & Co Turbo,64,3714100
2026-08-24,Barranquilla,32 BARRANQUILLA,Burritos & Co Turbo,63,2579400
2026-08-24,Medellín,11 MANILA,La Cuadra Turbo,61,3399300
2026-08-24,Bogotá,02 PARQUE 93,Green House Turbo,61,2297200
2026-08-24,Bogotá,03 CHAPINERO,Desayunos de la Abuela Turbo,61,3357700
2026-08-24,Bogotá,08 ANDES,Burritos & Co Turbo,60,2973800
2026-08-24,Bogotá,03 CHAPINERO,BRUNCH & MUNCH TURBO,60,3675600
2026-08-24,Bogotá,36 VILLA DEL PRADO,Burritos & Co Turbo,60,3082700
2026-08-24,Bogotá,65 CALLE 109,La Cuadra Turbo,59,3153000
2026-08-24,Medellín,12 LAURELES,La Cuadra Turbo,59,3857100
2026-08-24,Bogotá,06 COLINA,AVOCALIA TURBO,59,2763100
2026-08-24,Bogotá,03 CHAPINERO,Burritos & Co Turbo,58,2743700
2026-08-24,Bogotá,38 KENNEDY,Mr Beast Burger Turbo,56,3080500
2026-08-24,Bogotá,61 CHICO CINNABON,cinnabon pase turbo,56,1875800
2026-08-24,Bogotá,65 CALLE 109,Ñamgucheria Turbo,53,2672500
2026-08-24,Cartagena,33 CARTAGENA,AVOCALIA TURBO,53,2436000
2026-08-24,Bogotá,01 USAQUEN,Cinnabon Turbo,52,1750900
2026-08-24,Bogotá,03 CHAPINERO,The Breakfast Club Turbo,51,2689800
2026-08-24,Medellín,12 LAURELES,Desayunos de la Abuela Turbo,51,2965100
2026-08-24,Bogotá,02 PARQUE 93,Burritos & Co Turbo,49,2979300
2026-08-24,Bogotá,01 USAQUEN,Ñamgucheria Turbo,48,2353200
2026-08-24,Bogotá,69 ARRECIFE,La Cuadra Turbo,48,2857900
2026-08-24,Medellín,11 MANILA,Honest Food Turbo,47,2286000
2026-08-24,Bogotá,38 KENNEDY,Burritos & Co Turbo,46,2229700
2026-08-24,Bogotá,01 USAQUEN,BRUNCH & MUNCH TURBO,46,2407600
2026-08-24,Medellín,12 LAURELES,Mr Beast Burger Turbo,45,2393600
2026-08-24,Bogotá,02 PARQUE 93,La Cuadra Turbo,45,2317500
2026-08-24,Bogotá,08 ANDES,La Cuadra Turbo,45,2527200
2026-08-24,Cali,24 SAN FERNANDO,Green House Turbo,45,1760400
2026-08-24,Bogotá,36 VILLA DEL PRADO,Mr Beast Burger Turbo,43,2522300
2026-08-24,Cali,46 INGENIO,AVOCALIA TURBO,43,1531300
2026-08-24,Bogotá,36 VILLA DEL PRADO,Green House Turbo,43,2180800
2026-08-24,Medellín,11 MANILA,The Breakfast Club Turbo,43,2508000
2026-08-24,Barranquilla,32 BARRANQUILLA,Desayunos de la Abuela Turbo,43,1958700
2026-08-24,Bogotá,50 CHICO,The Breakfast Club Turbo,41,2302800
2026-08-24,Bogotá,69 ARRECIFE,Green House Turbo,41,1729000
2026-08-24,Bogotá,06 COLINA,Mr Beast Burger Turbo,40,2091800
2026-08-24,Bogotá,71 CEDRITOS,Ñamgucheria Turbo,40,1788300
2026-08-24,Medellín,12 LAURELES,Honest Food Turbo,40,2061000
2026-08-24,Bogotá,01 USAQUEN,Green House Turbo,39,1719300
2026-08-24,Bogotá,65 CALLE 109,Mr Beast Burger Turbo,38,2112700
2026-08-24,Bogotá,65 CALLE 109,Cinnabon Turbo,38,1178600
2026-08-24,Bogotá,02 PARQUE 93,Honest Food Turbo,37,1720900
2026-08-24,Cartagena,33 CARTAGENA,Green House Turbo,37,1744100
2026-08-24,Barranquilla,32 BARRANQUILLA,Cinnabon Turbo,37,942600
2026-08-24,Bogotá,71 CEDRITOS,Burritos & Co Turbo,37,1566000
2026-08-24,Bogotá,08 ANDES,Mr Beast Burger Turbo,36,1986600
2026-08-24,Medellín,12 LAURELES,Green House Turbo,34,1305400
2026-08-24,Cartagena,33 CARTAGENA,La Cuadra Turbo,34,1997400
2026-08-24,Cali,22 SANTA MONICA,La Cuadra Turbo,33,1814800
2026-08-24,Bucaramanga,42 CABECERA,BRUNCH & MUNCH TURBO,33,1695700
2026-08-24,Medellín,12 LAURELES,House of Salads Turbo,33,1229100
2026-08-24,Bogotá,03 CHAPINERO,La Cuadra Turbo,32,1979900
2026-08-24,Cali,22 SANTA MONICA,AVOCALIA TURBO,30,1474400
2026-08-24,Bogotá,38 KENNEDY,AVOCALIA TURBO,30,1154800
2026-08-24,Bucaramanga,42 CABECERA,Mr Beast Burger Turbo,30,1274200
2026-08-24,Barranquilla,32 BARRANQUILLA,BRUNCH & MUNCH TURBO,30,1723600
2026-08-24,Bogotá,03 CHAPINERO,Honest Food Turbo,30,1547500
2026-08-24,Medellín,11 MANILA,Ñamgucheria Turbo,30,1413300
2026-08-24,Bogotá,65 CALLE 109,The Breakfast Club Turbo,29,1914100
2026-08-24,Medellín,12 LAURELES,The Breakfast Club Turbo,29,1674900
2026-08-24,Bogotá,36 VILLA DEL PRADO,Cinnabon Turbo,29,940100
2026-08-24,Cali,24 SAN FERNANDO,La Cuadra Turbo,29,1663500
2026-08-24,Bogotá,36 VILLA DEL PRADO,BRUNCH & MUNCH TURBO,29,1969100
2026-08-24,Bogotá,01 USAQUEN,Burritos & Co Turbo,28,1674000
2026-08-24,Bogotá,36 VILLA DEL PRADO,Desayunos de la Abuela Turbo,28,1849100
2026-08-24,Bogotá,08 ANDES,Desayunos de la Abuela Turbo,28,1447900
2026-08-24,Cali,46 INGENIO,Honest Food Turbo,27,1199300
2026-08-24,Medellín,12 LAURELES,Ñamgucheria Turbo,27,1280700
2026-08-24,Bogotá,01 USAQUEN,Mr Beast Burger Turbo,26,1549500
2026-08-24,Bogotá,01 USAQUEN,La Cuadra Turbo,26,1305400
2026-08-24,Bogotá,71 CEDRITOS,Green House Turbo,26,1012100
2026-08-24,Bogotá,36 VILLA DEL PRADO,La Cuadra Turbo,26,1942800
2026-08-24,Bogotá,03 CHAPINERO,Cinnabon Turbo,25,778200
2026-08-24,Bogotá,71 CEDRITOS,AVOCALIA TURBO,25,775700
2026-08-24,Bogotá,65 CALLE 109,Honest Food Turbo,24,1124800
2026-08-24,Bogotá,71 CEDRITOS,BRUNCH & MUNCH TURBO,24,1038700
2026-08-24,Bucaramanga,42 CABECERA,The Breakfast Club Turbo,24,990700
2026-08-24,Barranquilla,32 BARRANQUILLA,The Breakfast Club Turbo,23,1074800
2026-08-24,Bogotá,08 ANDES,Honest Food Turbo,22,890800
2026-08-24,Bogotá,38 KENNEDY,La Cuadra Turbo,22,1389400
2026-08-24,Bogotá,08 ANDES,Ñamgucheria Turbo,22,990100
2026-08-24,Bogotá,06 COLINA,Honest Food Turbo,21,991500
2026-08-24,Bogotá,03 CHAPINERO,Mr Beast Burger Turbo,21,1140200
2026-08-24,Bogotá,36 VILLA DEL PRADO,Honest Food Turbo,21,975700
2026-08-24,Barranquilla,32 BARRANQUILLA,Honest Food Turbo,21,859800
2026-08-24,Bogotá,06 COLINA,Desayunos de la Abuela Turbo,21,1201700
2026-08-24,Bucaramanga,42 CABECERA,Honest Food Turbo,20,851900
2026-08-24,Barranquilla,32 BARRANQUILLA,Almuerzos de la Casa Turbo,20,590300
2026-08-24,Bogotá,38 KENNEDY,Green House Turbo,20,746800
2026-08-24,Bogotá,69 ARRECIFE,Honest Food Turbo,20,884500
2026-08-24,Cali,24 SAN FERNANDO,AVOCALIA TURBO,19,661300
2026-08-24,Bogotá,69 ARRECIFE,Mr Beast Burger Turbo,19,1076700
2026-08-24,Bogotá,08 ANDES,The Breakfast Club Turbo,19,913100
2026-08-24,Bogotá,06 COLINA,Ñamgucheria Turbo,19,1003000
2026-08-24,Cartagena,33 CARTAGENA,Burritos & Co Turbo,19,913400
2026-08-24,Bogotá,65 CALLE 109,Monteverde Turbo,19,649500
2026-08-24,Bogotá,06 COLINA,Cinnabon Turbo,18,634500
2026-08-24,Bogotá,36 VILLA DEL PRADO,Ñamgucheria Turbo,17,805800
2026-08-24,Bogotá,02 PARQUE 93,Mr Beast Burger Turbo,17,1049000
2026-08-24,Bogotá,06 COLINA,La Cuadra Turbo,17,903100
2026-08-24,Bucaramanga,42 CABECERA,Cinnabon Turbo,16,287100
2026-08-24,Bogotá,01 USAQUEN,The Breakfast Club Turbo,16,622300
2026-08-24,Bogotá,03 CHAPINERO,SAN JERÓNIMO TURBO,16,644000
2026-08-24,Bogotá,02 PARQUE 93,Ñamgucheria Turbo,16,873000
2026-08-24,Medellín,11 MANILA,Frost By Oreo Turbo,16,489300
2026-08-24,Barranquilla,32 BARRANQUILLA,Mr Beast Burger Turbo,16,791500
2026-08-24,Medellín,11 MANILA,Monteverde Turbo,15,481400
2026-08-24,Barranquilla,32 BARRANQUILLA,Monteverde Turbo,15,548600
2026-08-24,Medellín,11 MANILA,Mr Beast Burger Turbo,15,827000
2026-08-24,Bucaramanga,42 CABECERA,Ñamgucheria Turbo,14,727500
2026-08-24,Cartagena,33 CARTAGENA,Mr Beast Burger Turbo,14,711400
2026-08-24,Bogotá,01 USAQUEN,Honest Food Turbo,14,598800
2026-08-24,Bogotá,02 PARQUE 93,SAN JERÓNIMO TURBO,14,471500
2026-08-24,Bogotá,06 COLINA,The Breakfast Club Turbo,13,791700
2026-08-24,Barranquilla,32 BARRANQUILLA,El Jefe Turbo,13,549300
2026-08-24,Medellín,11 MANILA,The Egg Spot Turbo,12,811000
2026-08-24,Bogotá,03 CHAPINERO,Frost By Oreo Turbo,12,250200
2026-08-24,Bogotá,02 PARQUE 93,BRUNCH & MUNCH TURBO,12,660700
2026-08-24,Cali,24 SAN FERNANDO,Burritos & Co Turbo,12,680400
2026-08-24,Cartagena,33 CARTAGENA,Honest Food Turbo,12,510000
2026-08-24,Bogotá,03 CHAPINERO,Monteverde Turbo,12,369100
2026-08-24,Bogotá,06 COLINA,Monteverde Turbo,12,458600
2026-08-24,Medellín,12 LAURELES,Frost By Oreo Turbo,11,316200
2026-08-24,Bogotá,69 ARRECIFE,Ñamgucheria Turbo,11,629900
2026-08-24,Medellín,12 LAURELES,The Egg Spot Turbo,11,672600
2026-08-24,Bogotá,38 KENNEDY,El Jefe Turbo,11,530400
2026-08-24,Bogotá,65 CALLE 109,The Egg Spot Turbo,10,593400
2026-08-24,Bogotá,38 KENNEDY,BRUNCH & MUNCH TURBO,10,620100
2026-08-24,Barranquilla,32 BARRANQUILLA,SAN JERÓNIMO TURBO,10,287500
2026-08-24,Bogotá,06 COLINA,Green House Turbo,10,493400
2026-08-24,Bogotá,50 CHICO,Desayunos de la Abuela Turbo,10,750600
2026-08-24,Bucaramanga,42 CABECERA,Desayunos de la Abuela Turbo,10,430300
2026-08-24,Bogotá,03 CHAPINERO,Ñamgucheria Turbo,10,363600
2026-08-24,Bogotá,02 PARQUE 93,Desayunos de la Abuela Turbo,9,501800
2026-08-24,Bogotá,69 ARRECIFE,Frost By Oreo Turbo,9,235100
2026-08-24,Bogotá,08 ANDES,Frost By Oreo Turbo,9,245800
2026-08-24,Bogotá,01 USAQUEN,SAN JERÓNIMO TURBO,9,230000
